tra_type,nst07,unit,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
OWN,GT14,MIO_TKM,SI	37 	51 	58 	73 	35 	73 	47 	75 	37 	36 	25 	67 	53 	51 	53 
OWN,GT14,MIO_TKM,SK	20 	39 	39 	46 	39 	60 	23 	50 	50 	24 	34 	19 	38 	58 	69 
OWN,GT14,MIO_TKM,UK	: 	: 	: 	7233 	6059 	5913 	6639 	4868 	4768 	4255 	4672 	5927 	4020 	3459 	3985 
OWN,GT14,THS_T,AT	20583 	21171 	15504 	12173 	12682 	14048 	10851 	10723 	9983 	9350 	8631 	11455 	11030 	10774 	10580 
OWN,GT14,THS_T,BE	2838 	7589 	5236 	3424 	3839 	3494 	5520 	3247 	1817 	1120 	1414 	1347 	1648 	1275 	667 
OWN,GT14,THS_T,BG	7111 	3786 	3012 	3971 	5335 	6377 	5451 	7809 	4568 	6749 	7267 	8644 	8225 	6406 	6009 
OWN,GT14,THS_T,CH	8986 	14500 	14597 	10795 	9322 	7420 	12555 	12360 	14629 	12309 	13223 	13848 	8098 	9270 	10751 
OWN,GT14,THS_T,CY	1774 	1304 	1685 	1102 	895 	1022 	641 	601 	652 	557 	1053 	876 	1106 	697 	559 
OWN,GT14,THS_T,CZ	13903 	10545 	14675 	15919 	13470 	11816 	9412 	7971 	7574 	6816 	7010 	5773 	8072 	9533 	12572 
OWN,GT14,THS_T,DE	47885 	52000 	59351 	63171 	63107 	62846 	62982 	70231 	70864 	74628 	70795 	82734 	81377 	232478 	275613 
OWN,GT14,THS_T,DK	820 	699 	437 	885 	468 	887 	1043 	1851 	1475 	1055 	1036 	766 	1333 	1377 	782 
OWN,GT14,THS_T,EE	148 	51 	31 	48 	23 	: u	261 	147 	52 	36 	136 	44 	70 	147 	87 
OWN,GT14,THS_T,EL	26975 	17486 	26635 	35386 	27762 	41792 	75696 	59685 	104629 	123458 	74694 	63454 	63626 	74170 	30529 
OWN,GT14,THS_T,ES	17677 	18028 	16670 	16986 	16529 	15422 	13439 	13891 	14311 	12396 	14240 	16415 	19467 	20787 	23409 
OWN,GT14,THS_T,EU27_2020	260961 	252733 	269740 	277345 	274480 	309343 	334393 	348900 	388466 	403652 	379555 	362973 	376596 	544493 	482250 
OWN,GT14,THS_T,FI	1009 	819 	941 	1173 	691 	424 	1443 	392 	2931 	386 	599 	3370 	8706 	6213 	3725 
OWN,GT14,THS_T,FR	22159 	25126 	23241 	20691 	21639 	43246 	44260 	58335 	46753 	54809 	51918 	45110 	44145 	41740 	28299 
OWN,GT14,THS_T,HR	1804 	1888 	1588 	1923 	2315 	2269 	2188 	2353 	2818 	2545 	2314 	2127 	3503 	3588 	3874 
OWN,GT14,THS_T,HU	5313 	5187 	4811 	3635 	4428 	3735 	6534 	9356 	10519 	7212 	7326 	8673 	7780 	6873 	8316 
OWN,GT14,THS_T,IE	3600 	3999 	4214 	4307 	2826 	3374 	2658 	2324 	2071 	1972 	2397 	2505 	2555 	2241 	3237 
OWN,GT14,THS_T,IT	13965 	13356 	14285 	14074 	14442 	17730 	15754 	18826 	17317 	16194 	20943 	25335 	28635 	32332 	25112 
OWN,GT14,THS_T,LT	370 	693 	715 	759 	823 	919 	677 	948 	1004 	657 	498 	544 	531 	689 	576 
OWN,GT14,THS_T,LU	484 	571 	544 	734 	540 	396 	212 	423 	560 	456 	435 	527 	508 	236 	287 
OWN,GT14,THS_T,LV	408 	704 	1242 	851 	678 	946 	729 	861 	935 	1330 	1359 	1063 	1474 	659 	1147 
OWN,GT14,THS_T,ME	: 	10 	11 	10 	27 	13 	: u	: 	: 	: 	: 	: 	: 	: 	: 
OWN,GT14,THS_T,MK	: 	: 	57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OWN,GT14,THS_T,NL	7436 	9416 	10476 	10484 	13177 	11970 	12007 	13969 	15588 	13630 	14323 	9893 	11172 	8923 	5224 
OWN,GT14,THS_T,NO	2637 	3226 	4857 	5360 	1990 	2585 	2992 	6906 	4582 	4827 	3511 	4535 	4212 	5355 	5367 
OWN,GT14,THS_T,PL	48239 	42194 	49300 	48252 	49791 	46844 	46891 	49249 	57534 	53542 	75747 	56095 	56149 	63084 	19440 
OWN,GT14,THS_T,PT	3555 	4053 	3891 	5814 	4505 	7495 	4212 	3542 	3639 	3226 	4204 	3210 	4123 	4339 	5799 
OWN,GT14,THS_T,RO	5035 	4596 	4991 	4389 	5296 	3740 	5201 	4228 	5128 	6693 	4624 	5164 	3450 	8219 	4464 
OWN,GT14,THS_T,SE	3011 	4824 	2879 	4159 	6555 	3860 	2995 	5123 	2144 	2705 	2716 	3156 	2577 	1699 	3113 
OWN,GT14,THS_T,SI	3768 	1363 	1999 	1718 	791 	2058 	1375 	1513 	1835 	1068 	934 	2582 	2244 	1590 	2375 
OWN,GT14,THS_T,SK	1090 	1284 	1385 	1316 	1873 	2631 	1962 	1302 	1765 	1059 	2941 	2112 	3093 	4423 	6454 
OWN,GT14,THS_T,UK	: 	: 	: 	120535 	106609 	105300 	110577 	104776 	106120 	98246 	108215 	125656 	102750 	98925 	126738 
OWN,GT15,MIO_TKM,AT	164 	200 	100 	90 	176 	105 	85 	107 	78 	105 	105 	90 	81 	74 	87 
OWN,GT15,MIO_TKM,BE	33 	: u	9 	22 	: u	34 	: u	: u	: 	: 	: 	: u	: 	: 	: 
OWN,GT15,MIO_TKM,BG	4 	31 	: 	: 	: u	: u	: 	47 	53 	67 	: u	: 	4 	67 	: u
OWN,GT15,MIO_TKM,CH	28 	9 	5 	11 	5 	21 	5 	23 	25 	43 	29 	41 	26 	31 	47 
OWN,GT15,MIO_TKM,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	11 
OWN,GT15,MIO_TKM,CZ	350 	309 	508 	212 	155 	119 	104 	52 	54 	144 	193 	185 	102 	149 	130 
OWN,GT15,MIO_TKM,DE	97 	77 	67 	37 	41 	75 	55 	52 	34 	42 	58 	69 	22 	: 	: 
OWN,GT15,MIO_TKM,DK	: u	: 	: 	: u	8 	: 	: u	12 	10 	4 	13 	11 	: u	27 	: u
OWN,GT15,MIO_TKM,EE	: u	: 	: 	: 	: u	: u	: 	: 	: u	: u	2 	: 	25 	: 	9 
OWN,GT15,MIO_TKM,EL	46 	30 	105 	354 	172 	: u	77 	96 	: u	148 	231 	62 	78 	28 	68 
OWN,GT15,MIO_TKM,ES	6 	21 	: u	3 	2 	4 	3 	1 	5 	4 	2 	0 	4 	9 	13 
OWN,GT15,MIO_TKM,EU27_2020	2119 	1974 	2270 	2609 	2647 	2177 	2000 	2137 	1640 	1782 	1515 	1687 	1729 	2171 	1467 
OWN,GT15,MIO_TKM,FI	: u	: 	: 	: u	: 	: 	: 	: 	: u	10 	: 	: u	: 	: 	: u
OWN,GT15,MIO_TKM,FR	311 	151 	238 	67 	66 	110 	142 	88 	81 	63 	148 	431 	315 	439 	: 
OWN,GT15,MIO_TKM,HR	41 	18 	22 	23 	29 	39 	29 	30 	25 	23 	35 	19 	16 	11 	31 
OWN,GT15,MIO_TKM,HU	115 	170 	148 	120 	147 	100 	232 	296 	185 	228 	88 	200 	205 	230 	182 
OWN,GT15,MIO_TKM,IE	39 	64 	43 	40 	42 	34 	28 	3 	2 	: 	1 	1 	2 	4 	2 
OWN,GT15,MIO_TKM,IT	11 	3 	2 	: u	: u	: u	1 	2 	2 	: u	69 	69 	60 	227 	206 
OWN,GT15,MIO_TKM,LT	: u	: u	: 	: 	: u	14 	: 	: u	: 	2 	: 	: 	: 	: u	3 
OWN,GT15,MIO_TKM,LU	7 	11 	8 	11 	9 	16 	4 	9 	10 	2 	1 	0 	: u	: u	1 
OWN,GT15,MIO_TKM,LV	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	0 	: 	1 
OWN,GT15,MIO_TKM,MK	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OWN,GT15,MIO_TKM,NL	0 	: u	44 	57 	0 	0 	4 	6 	1 	2 	1 	6 	3 	: 	: 
OWN,GT15,MIO_TKM,NO	147 	134 	185 	212 	186 	167 	240 	226 	150 	120 	169 	254 	196 	79 	265 
OWN,GT15,MIO_TKM,PL	603 	515 	654 	1142 	1304 	1078 	867 	949 	794 	663 	359 	416 	612 	569 	353 
OWN,GT15,MIO_TKM,PT	39 	62 	71 	52 	40 	26 	25 	16 	37 	12 	17 	23 	39 	14 	: u
OWN,GT15,MIO_TKM,RO	195 	200 	160 	222 	206 	237 	205 	131 	114 	161 	29 	23 	36 	47 	148 
OWN,GT15,MIO_TKM,SE	10 	: u	: 	51 	: u	: u	43 	168 	15 	26 	50 	16 	22 	6 	20 
OWN,GT15,MIO_TKM,SI	15 	21 	37 	21 	40 	31 	42 	31 	41 	30 	45 	28 	34 	47 	45 
OWN,GT15,MIO_TKM,SK	30 	73 	56 	52 	72 	70 	52 	33 	31 	46 	54 	32 	65 	224 	51 
OWN,GT15,MIO_TKM,UK	: 	: 	: 	4253 	6587 	3793 	4425 	3047 	2239 	2213 	2836 	4268 	3442 	2483 	2567 
OWN,GT15,THS_T,AT	1455 	1562 	956 	1319 	2007 	1270 	1049 	1530 	970 	1395 	1221 	768 	1065 	1011 	1031 
OWN,GT15,THS_T,BE	353 	: u	176 	114 	: u	356 	: u	: u	: 	: 	: 	: u	: 	: 	: 
OWN,GT15,THS_T,BG	38 	321 	: 	: 	: u	: u	: 	203 	894 	568 	: u	: 	55 	311 	: u
OWN,GT15,THS_T,CH	329 	96 	142 	116 	78 	261 	220 	1035 	598 	1215 	780 	1496 	1059 	1141 	992 
OWN,GT15,THS_T,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	155 
OWN,GT15,THS_T,CZ	1768 	2338 	3183 	1324 	1153 	1130 	1604 	580 	562 	1224 	1602 	1782 	1182 	1298 	1566 
OWN,GT15,THS_T,DE	790 	743 	595 	524 	723 	520 	565 	1337 	689 	901 	615 	1502 	352 	: 	: 
OWN,GT15,THS_T,DK	: u	: 	: 	: u	67 	: 	: u	92 	65 	44 	61 	60 	: u	245 	: u
OWN,GT15,THS_T,EE	: u	: 	: 	: 	: u	: u	: 	: 	: u	: u	18 	: 	109 	: 	53 
OWN,GT15,THS_T,EL	197 	89 	589 	1777 	4305 	: u	434 	769 	: u	934 	1041 	802 	676 	721 	521 
OWN,GT15,THS_T,ES	39 	110 	: u	71 	57 	256 	69 	36 	114 	225 	92 	20 	216 	106 	148 
OWN,GT15,THS_T,EU27_2020	14353 	15710 	15686 	16852 	19734 	15088 	13875 	15462 	11701 	13109 	11600 	16210 	16978 	20007 	19691 
OWN,GT15,THS_T,FI	: u	: 	: 	: u	: 	: 	: 	: 	: u	365 	: 	: u	: 	: 	: u
OWN,GT15,THS_T,FR	1630 	1186 	1237 	652 	716 	793 	692 	588 	560 	561 	1501 	3811 	3606 	2745 	: 
OWN,GT15,THS_T,HR	238 	157 	135 	140 	217 	210 	161 	167 	123 	93 	139 	103 	80 	32 	145 
OWN,GT15,THS_T,HU	916 	1208 	1021 	1033 	1310 	750 	1878 	2141 	1533 	1784 	805 	1501 	1426 	1757 	1452 
OWN,GT15,THS_T,IE	745 	959 	594 	476 	716 	510 	283 	24 	18 	: 	6 	9 	28 	145 	127 
OWN,GT15,THS_T,IT	75 	51 	14 	: u	: u	: u	26 	53 	122 	: u	766 	1556 	2761 	6552 	8068 
OWN,GT15,THS_T,LT	: u	: u	: 	: 	: u	52 	: 	: u	: 	8 	: 	: 	: 	: u	54 
OWN,GT15,THS_T,LU	38 	28 	37 	41 	26 	71 	15 	45 	44 	44 	12 	4 	: u	: u	4 
OWN,GT15,THS_T,LV	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	49 	: 	17 
OWN,GT15,THS_T,MK	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OWN,GT15,THS_T,NL	11 	: u	654 	1065 	3 	3 	54 	67 	4 	13 	28 	23 	40 	: 	: 
OWN,GT15,THS_T,NO	1860 	1518 	6659 	1958 	1428 	1425 	1424 	1864 	1448 	1550 	1406 	3075 	2239 	1036 	1853 
OWN,GT15,THS_T,PL	3548 	3000 	3581 	4656 	5241 	6262 	4494 	4367 	3481 	3133 	1995 	2800 	3274 	2772 	1795 
OWN,GT15,THS_T,PT	1018 	1594 	1296 	1704 	948 	733 	741 	499 	556 	333 	382 	462 	753 	241 	: u
OWN,GT15,THS_T,RO	724 	1080 	627 	738 	631 	720 	548 	313 	429 	290 	210 	104 	111 	261 	3359 
OWN,GT15,THS_T,SE	119 	: u	: 	235 	: u	: u	188 	1850 	113 	143 	164 	93 	254 	22 	89 
OWN,GT15,THS_T,SI	269 	450 	442 	252 	387 	278 	370 	255 	386 	279 	433 	248 	311 	418 	254 
OWN,GT15,THS_T,SK	349 	599 	544 	618 	808 	843 	647 	490 	803 	697 	446 	506 	601 	1366 	555 
OWN,GT15,THS_T,UK	: 	: 	: 	28282 	35029 	25113 	31871 	20168 	15878 	18342 	23053 	27198 	29008 	19112 	21306 
OWN,GT16,MIO_TKM,AT	154 	145 	71 	304 	302 	332 	345 	309 	307 	231 	287 	289 	283 	211 	199 
OWN,GT16,MIO_TKM,BE	92 	58 	118 	132 	220 	122 	183 	78 	56 	71 	56 	51 	38 	54 	89 
OWN,GT16,MIO_TKM,BG	17 	37 	11 	22 	51 	60 	56 	23 	5 	7 	26 	19 	62 	5 	35 
OWN,GT16,MIO_TKM,CH	167 	162 	165 	128 	165 	110 	121 	200 	191 	128 	103 	133 	139 	139 	147 
OWN,GT16,MIO_TKM,CY	1 	: u	: 	: u	: u	: 	: 	: 	: u	: 	: 	: u	: u	: 	: 
OWN,GT16,MIO_TKM,CZ	133 	101 	103 	66 	110 	88 	89 	123 	70 	83 	82 	68 	91 	62 	92 
OWN,GT16,MIO_TKM,DE	997 	1013 	992 	1062 	1108 	1086 	1154 	1148 	1151 	1100 	1009 	1086 	1287 	2293 	2166 
OWN,GT16,MIO_TKM,DK	5 	2 	6 	9 	2 	12 	7 	9 	8 	14 	10 	13 	11 	36 	23 
OWN,GT16,MIO_TKM,EE	3 	: u	1 	1 	: u	0 	0 	1 	2 	5 	: u	2 	2 	2 	12 
OWN,GT16,MIO_TKM,EL	7 	27 	43 	23 	18 	9 	12 	25 	22 	: u	10 	12 	: u	44 	13 
OWN,GT16,MIO_TKM,ES	145 	238 	218 	227 	183 	204 	204 	202 	162 	137 	181 	156 	210 	165 	226 
OWN,GT16,MIO_TKM,EU27_2020	3684 	3558 	3383 	3823 	3937 	3842 	4116 	3950 	4036 	3796 	3361 	3372 	3719 	4877 	4740 
OWN,GT16,MIO_TKM,FI	: u	: u	: u	49 	: u	21 	: u	: u	8 	27 	12 	22 	23 	68 	62 
OWN,GT16,MIO_TKM,FR	113 	167 	156 	138 	383 	297 	233 	257 	370 	287 	291 	289 	297 	220 	396 
OWN,GT16,MIO_TKM,HR	33 	29 	39 	30 	34 	35 	36 	44 	36 	41 	38 	46 	39 	41 	38 
OWN,GT16,MIO_TKM,HU	15 	14 	15 	13 	25 	26 	51 	97 	124 	119 	131 	115 	164 	168 	100 
OWN,GT16,MIO_TKM,IE	31 	17 	20 	20 	29 	21 	21 	14 	29 	20 	26 	28 	38 	45 	52 
OWN,GT16,MIO_TKM,IT	72 	121 	92 	84 	103 	155 	146 	93 	101 	132 	96 	128 	114 	152 	65 
OWN,GT16,MIO_TKM,LT	4 	6 	10 	12 	17 	22 	15 	15 	10 	18 	12 	14 	18 	29 	25 
OWN,GT16,MIO_TKM,LU	442 	296 	128 	110 	92 	109 	234 	223 	210 	70 	32 	9 	18 	28 	30 
OWN,GT16,MIO_TKM,LV	5 	4 	4 	6 	5 	5 	6 	9 	7 	14 	9 	10 	3 	14 	13 
OWN,GT16,MIO_TKM,MK	: 	: 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OWN,GT16,MIO_TKM,NL	450 	417 	404 	364 	408 	369 	378 	497 	512 	467 	183 	198 	188 	331 	324 
OWN,GT16,MIO_TKM,NO	42 	58 	55 	69 	20 	31 	15 	58 	88 	56 	84 	66 	75 	43 	53 
OWN,GT16,MIO_TKM,PL	762 	565 	638 	785 	525 	486 	624 	519 	507 	734 	513 	487 	531 	439 	391 
OWN,GT16,MIO_TKM,PT	24 	56 	27 	32 	58 	63 	40 	53 	126 	39 	134 	77 	93 	66 	88 
OWN,GT16,MIO_TKM,RO	65 	82 	84 	84 	64 	71 	68 	36 	36 	65 	49 	89 	62 	279 	139 
OWN,GT16,MIO_TKM,SE	88 	85 	140 	136 	163 	144 	129 	117 	117 	70 	96 	118 	95 	56 	56 
OWN,GT16,MIO_TKM,SI	9 	7 	8 	5 	6 	11 	9 	11 	11 	9 	8 	22 	12 	19 	11 
OWN,GT16,MIO_TKM,SK	18 	66 	55 	105 	23 	95 	65 	38 	48 	29 	71 	22 	40 	47 	94 
OWN,GT16,MIO_TKM,UK	: 	: 	: 	660 	985 	1002 	1270 	1313 	1074 	1006 	1204 	1034 	: 	: 	: 
OWN,GT16,THS_T,AT	2579 	2493 	1247 	3223 	3585 	3818 	4638 	3933 	3753 	3185 	3402 	3448 	2927 	2084 	2127 
OWN,GT16,THS_T,BE	708 	660 	1416 	1351 	2417 	1260 	1489 	651 	522 	566 	507 	544 	392 	627 	901 
OWN,GT16,THS_T,BG	235 	149 	143 	43 	111 	558 	841 	104 	35 	299 	92 	243 	679 	207 	278 
OWN,GT16,THS_T,CH	4429 	3346 	4013 	3511 	3945 	3218 	3321 	4572 	5456 	3378 	3044 	3964 	3840 	3497 	3955 
OWN,GT16,THS_T,CY	31 	: u	: 	: u	: u	: 	: 	: 	: u	: 	: 	: u	: u	: 	: 
OWN,GT16,THS_T,CZ	1441 	767 	1409 	1405 	1563 	1827 	1108 	958 	704 	650 	616 	745 	1084 	853 	1133 
OWN,GT16,THS_T,DE	17118 	18199 	17912 	19130 	18927 	18424 	20464 	19611 	19750 	17257 	15727 	15826 	18071 	30574 	32699 
OWN,GT16,THS_T,DK	97 	42 	134 	153 	24 	131 	140 	260 	159 	210 	61 	670 	123 	464 	180 
OWN,GT16,THS_T,EE	30 	: u	16 	5 	: u	3 	4 	4 	9 	19 	: u	22 	15 	23 	67 
OWN,GT16,THS_T,EL	102 	683 	364 	304 	293 	131 	144 	293 	231 	: u	157 	109 	: u	380 	283 
OWN,GT16,THS_T,ES	3281 	3678 	5114 	3736 	3543 	3373 	3111 	3095 	2992 	2232 	2673 	3132 	3088 	2558 	3192 
OWN,GT16,THS_T,EU27_2020	47994 	44756 	47685 	48446 	52229 	51276 	52540 	53601 	53087 	49209 	41225 	45561 	46898 	57546 	60552 
OWN,GT16,THS_T,FI	: u	: u	: u	477 	: u	128 	: u	: u	218 	519 	211 	496 	632 	706 	1437 
OWN,GT16,THS_T,FR	2985 	1868 	1917 	2449 	3608 	3180 	2706 	5156 	5285 	4301 	3614 	4847 	5197 	3252 	5127 
OWN,GT16,THS_T,HR	352 	368 	432 	413 	431 	544 	489 	522 	502 	531 	586 	442 	407 	385 	473 
OWN,GT16,THS_T,HU	239 	148 	663 	225 	214 	313 	582 	1359 	1316 	1059 	1101 	1155 	1745 	1683 	1239 
OWN,GT16,THS_T,IE	285 	175 	239 	240 	307 	241 	248 	148 	317 	278 	278 	304 	409 	435 	454 
OWN,GT16,THS_T,IT	984 	1044 	1286 	1309 	1499 	1773 	1867 	1184 	1476 	1317 	1212 	1283 	1300 	2562 	832 
OWN,GT16,THS_T,LT	48 	100 	80 	171 	248 	183 	178 	121 	120 	151 	129 	126 	204 	227 	166 
OWN,GT16,THS_T,LU	1745 	1162 	525 	513 	454 	508 	828 	788 	893 	237 	286 	76 	156 	218 	147 
OWN,GT16,THS_T,LV	110 	53 	164 	54 	62 	65 	46 	99 	61 	111 	95 	71 	15 	77 	60 
OWN,GT16,THS_T,MK	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OWN,GT16,THS_T,NL	6087 	5416 	5339 	5270 	5522 	5293 	5521 	5798 	6459 	6104 	2478 	2490 	2539 	3339 	3344 
OWN,GT16,THS_T,NO	696 	930 	731 	781 	332 	420 	311 	893 	1142 	723 	699 	1002 	2226 	656 	823 
OWN,GT16,THS_T,PL	7038 	3725 	4257 	3204 	4488 	4106 	3729 	4574 	4165 	6266 	4130 	4603 	3680 	3540 	3526 
OWN,GT16,THS_T,PT	434 	537 	291 	426 	516 	701 	455 	500 	728 	514 	861 	857 	837 	726 	765 
OWN,GT16,THS_T,RO	267 	442 	335 	545 	300 	346 	259 	240 	180 	282 	244 	226 	243 	965 	648 
OWN,GT16,THS_T,SE	1541 	2535 	3790 	3262 	3673 	3650 	3156 	3621 	2824 	2419 	2286 	3149 	2277 	920 	779 
OWN,GT16,THS_T,SI	81 	95 	83 	80 	61 	118 	77 	105 	73 	79 	82 	89 	116 	98 	130 
OWN,GT16,THS_T,SK	176 	345 	486 	414 	316 	602 	390 	429 	313 	594 	395 	607 	698 	644 	565 
OWN,GT16,THS_T,UK	: 	: 	: 	6838 	10200 	11631 	11890 	14086 	13027 	11641 	13828 	13485 	: 	: 	: 
OWN,GT17,MIO_TKM,AT	72 	75 	54 	206 	188 	200 	235 	229 	238 	185 	229 	246 	238 	232 	219 
OWN,GT17,MIO_TKM,BE	130 	66 	27 	112 	49 	82 	118 	15 	47 	32 	38 	30 	59 	31 	23 
OWN,GT17,MIO_TKM,BG	: u	: 	: u	0 	: u	: u	1 	1 	11 	14 	5 	2 	4 	11 	3 
OWN,GT17,MIO_TKM,CH	114 	167 	167 	201 	155 	187 	146 	208 	212 	201 	138 	183 	151 	128 	125 
OWN,GT17,MIO_TKM,CY	5 	4 	: 	4 	3 	: u	: u	: u	1 	: u	1 	1 	: u	: u	5 
OWN,GT17,MIO_TKM,CZ	1 	6 	: u	: u	: u	30 	: u	2 	: u	2 	1 	3 	3 	0 	1 
OWN,GT17,MIO_TKM,DE	3142 	3083 	3210 	3091 	3141 	2789 	3005 	2923 	3141 	2797 	2793 	2678 	1545 	1190 	1247 
OWN,GT17,MIO_TKM,DK	21 	: u	27 	0 	1 	7 	10 	12 	8 	16 	18 	21 	29 	21 	35 
OWN,GT17,MIO_TKM,EE	: u	: u	2 	0 	: u	: 	: u	: u	: 	: u	: u	10 	: u	: u	2 
OWN,GT17,MIO_TKM,EL	6 	11 	14 	24 	28 	56 	82 	79 	24 	12 	31 	15 	44 	43 	19 
OWN,GT17,MIO_TKM,ES	51 	52 	45 	88 	75 	65 	68 	52 	37 	50 	35 	35 	34 	19 	9 
OWN,GT17,MIO_TKM,EU27_2020	4053 	3829 	3874 	4068 	3852 	4456 	4617 	4371 	4482 	3896 	4117 	4049 	2777 	2800 	2090 
OWN,GT17,MIO_TKM,FI	30 	30 	15 	11 	39 	30 	90 	41 	46 	37 	126 	116 	100 	93 	82 
OWN,GT17,MIO_TKM,FR	214 	344 	271 	235 	124 	1031 	824 	792 	706 	596 	557 	664 	546 	605 	33 
OWN,GT17,MIO_TKM,HR	1 	1 	2 	1 	1 	2 	: u	: u	: u	: u	0 	: 	: u	0 	: 
OWN,GT17,MIO_TKM,HU	1 	1 	0 	1 	2 	0 	1 	3 	5 	3 	1 	4 	0 	2 	3 
OWN,GT17,MIO_TKM,IE	30 	46 	47 	53 	61 	28 	19 	10 	11 	7 	9 	3 	12 	12 	: 
OWN,GT17,MIO_TKM,IT	41 	15 	35 	27 	21 	15 	13 	13 	29 	16 	28 	33 	41 	93 	123 
OWN,GT17,MIO_TKM,LT	: u	: u	: u	: u	: 	: u	: u	: u	1 	0 	2 	4 	1 	: u	4 
OWN,GT17,MIO_TKM,LU	7 	3 	3 	2 	2 	3 	4 	2 	4 	3 	3 	2 	1 	1 	2 
OWN,GT17,MIO_TKM,LV	: u	: u	: u	: u	0 	0 	3 	2 	8 	: u	: u	0 	1 	4 	2 
OWN,GT17,MIO_TKM,ME	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OWN,GT17,MIO_TKM,MK	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OWN,GT17,MIO_TKM,NL	1 	1 	0 	1 	2 	1 	1 	4 	3 	7 	2 	3 	2 	357 	240 
OWN,GT17,MIO_TKM,NO	37 	16 	64 	59 	63 	63 	25 	24 	14 	32 	16 	50 	24 	31 	52 
OWN,GT17,MIO_TKM,PL	267 	73 	76 	125 	65 	82 	103 	131 	124 	91 	198 	123 	64 	12 	5 
OWN,GT17,MIO_TKM,PT	10 	3 	9 	6 	11 	5 	6 	14 	20 	4 	9 	11 	12 	12 	2 
OWN,GT17,MIO_TKM,RO	: u	6 	6 	15 	9 	5 	10 	6 	3 	5 	9 	8 	20 	13 	8 
OWN,GT17,MIO_TKM,SE	7 	7 	28 	58 	19 	17 	16 	34 	13 	11 	17 	25 	17 	45 	8 
OWN,GT17,MIO_TKM,SI	12 	2 	1 	5 	1 	3 	4 	1 	1 	4 	5 	9 	2 	1 	12 
OWN,GT17,MIO_TKM,SK	3 	0 	1 	1 	5 	1 	1 	3 	1 	1 	1 	2 	: u	: u	2 
OWN,GT17,MIO_TKM,UK	: 	: 	: 	2084 	1391 	1671 	1581 	1356 	1216 	1404 	1062 	692 	25 	30 	34 
OWN,GT17,THS_T,AT	1573 	1414 	1228 	2376 	2328 	2274 	3446 	2948 	2815 	2643 	2714 	2677 	2199 	2300 	2346 
OWN,GT17,THS_T,BE	1112 	573 	305 	1186 	549 	958 	565 	230 	674 	400 	749 	449 	535 	348 	300 
OWN,GT17,THS_T,BG	: u	: 	: u	42 	: u	: u	32 	22 	355 	337 	304 	516 	105 	399 	407 
OWN,GT17,THS_T,CH	3245 	4114 	4567 	4986 	5061 	4863 	3627 	4806 	5692 	5081 	4006 	5381 	3535 	3438 	3412 
OWN,GT17,THS_T,CY	228 	78 	: 	198 	104 	: u	: u	: u	32 	: u	80 	90 	: u	: u	170 
OWN,GT17,THS_T,CZ	58 	34 	: u	: u	: u	60 	: u	31 	: u	27 	34 	103 	75 	13 	40 
OWN,GT17,THS_T,DE	46810 	44930 	47979 	47446 	46511 	42343 	44780 	41891 	42871 	38288 	38938 	36637 	21615 	19064 	19577 
OWN,GT17,THS_T,DK	158 	: u	182 	8 	28 	219 	69 	288 	143 	410 	211 	140 	454 	369 	530 
OWN,GT17,THS_T,EE	: u	: u	46 	6 	: u	: 	: u	: u	: 	: u	: u	138 	: u	: u	50 
OWN,GT17,THS_T,EL	159 	248 	595 	440 	581 	2683 	1366 	767 	339 	140 	985 	740 	1019 	1264 	363 
OWN,GT17,THS_T,ES	1544 	1335 	1178 	2006 	1776 	1386 	1619 	1220 	907 	1171 	863 	671 	674 	433 	174 
OWN,GT17,THS_T,EU27_2020	59906 	58039 	59265 	62050 	59931 	70708 	69022 	65391 	64235 	56633 	63205 	61422 	44667 	44312 	31688 
OWN,GT17,THS_T,FI	633 	995 	320 	404 	2759 	1559 	1400 	1842 	799 	914 	3138 	4159 	3362 	2586 	3091 
OWN,GT17,THS_T,FR	3330 	6118 	4985 	4274 	2432 	16524 	12571 	13358 	12445 	9948 	11809 	12090 	11977 	10492 	286 
OWN,GT17,THS_T,HR	10 	21 	49 	26 	12 	18 	: u	: u	: u	: u	7 	: 	: u	11 	: 
OWN,GT17,THS_T,HU	20 	10 	6 	8 	5 	13 	9 	16 	20 	39 	16 	42 	16 	38 	110 
OWN,GT17,THS_T,IE	551 	585 	769 	765 	862 	550 	347 	241 	176 	150 	110 	71 	86 	183 	: 
