unit,nst07,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
THS_T,GT06,DK	1601 	1576 	1628 	1454 	1579 	1650 	2114 	1900 	1759 	1671 	1523 	1578 	703 	333 	641 
THS_T,GT06,EE	17 	77 	28 	51 	34 	24 	22 	33 	44 	58 	78 	128 	107 	81 	130 
THS_T,GT06,EL	35 	50 	68 	80 	89 	85 	99 	127 	143 	149 	155 	225 	458 	337 	541 
THS_T,GT06,ES	995 	948 	847 	1023 	1015 	1049 	1085 	1241 	1305 	1102 	805 	679 	464 	269 	793 
THS_T,GT06,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT06,FI	7058 	9602 	7450 	8098 	8493 	8479 	8039 	7847 	7886 	8164 	8682 	8790 	8837 	8478 	10669 
THS_T,GT06,FR	480 	609 	459 	549 	479 	664 	781 	900 	1076 	1674 	1415 	1119 	1579 	1630 	1353 
THS_T,GT06,HR	141 	181 	215 	102 	83 	81 	101 	107 	139 	221 	267 	322 	381 	377 	593 
THS_T,GT06,HU	1450 	1786 	1833 	1291 	1932 	1717 	1478 	1240 	1428 	1578 	1333 	1481 	2444 	2327 	2983 
THS_T,GT06,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT06,IT	1468 	1933 	1934 	1834 	1893 	1981 	1371 	1824 	2040 	2028 	2572 	3068 	: c	1578 	: c
THS_T,GT06,LT	453 	902 	978 	1233 	1199 	1157 	1110 	866 	970 	1016 	959 	1250 	1048 	783 	1288 
THS_T,GT06,LU	3 	0 	0 	0 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
THS_T,GT06,LV	1203 	1877 	2148 	2044 	1680 	1112 	1607 	1532 	1015 	931 	966 	913 	878 	669 	1036 
THS_T,GT06,ME	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT06,MK	38 	73 	74 	90 	90 	98 	97 	114 	152 	160 	168 	203 	290 	383 	: 
THS_T,GT06,NL	722 	704 	691 	499 	635 	669 	962 	905 	669 	647 	908 	: c	: c	708 	888 
THS_T,GT06,NO	227 	370 	570 	476 	1800 	1998 	2284 	2368 	3159 	1631 	159 	335 	0 	0 	0 
THS_T,GT06,PL	1729 	1938 	1979 	2123 	2083 	1926 	1684 	1789 	1756 	1483 	1338 	1154 	1258 	1042 	1414 
THS_T,GT06,PT	225 	255 	237 	237 	215 	261 	332 	361 	264 	243 	273 	204 	922 	593 	353 
THS_T,GT06,RO	2077 	2524 	2312 	1715 	2046 	3143 	2481 	1908 	1367 	1404 	1149 	1087 	794 	399 	828 
THS_T,GT06,SE	: c	7022 	7179 	6925 	7454 	6912 	6587 	6081 	6754 	6281 	6397 	6917 	6904 	7299 	7212 
THS_T,GT06,SI	650 	609 	887 	598 	825 	863 	840 	577 	587 	693 	739 	934 	899 	872 	1616 
THS_T,GT06,SK	388 	425 	360 	394 	408 	323 	529 	291 	353 	320 	339 	431 	428 	416 	858 
THS_T,GT06,TR	370 	283 	251 	202 	208 	369 	335 	356 	353 	359 	463 	510 	174 	99 	96 
THS_T,GT06,UK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	27 	134 	0 
THS_T,GT07,AT	7260 	6163 	5736 	6013 	5794 	5956 	5829 	6235 	6170 	5947 	6384 	6292 	6588 	6625 	: c
THS_T,GT07,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	2515 	2788 	2192 	2378 
THS_T,GT07,BG	2951 	4922 	2367 	2458 	2435 	1775 	1301 	1204 	1048 	1450 	4772 	5399 	5438 	5431 	6730 
THS_T,GT07,CH	4595 	4904 	5489 	6505 	6214 	7066 	6725 	6729 	6516 	7468 	7419 	7183 	7432 	8465 	8127 
THS_T,GT07,CZ	7190 	7673 	6158 	7426 	6558 	7585 	8294 	8904 	8362 	5739 	5193 	5826 	5673 	4850 	5289 
THS_T,GT07,DE	39956 	36157 	37977 	41334 	41331 	38685 	42928 	42558 	42472 	46818 	43223 	49974 	52097 	50977 	51972 
THS_T,GT07,DK	0 	0 	2 	3 	3 	0 	0 	0 	0 	3 	4 	1 	1 	3 	8 
THS_T,GT07,EE	4207 	4699 	3201 	4270 	3951 	3561 	4535 	8141 	10463 	15817 	15879 	19561 	20238 	25394 	29352 
THS_T,GT07,EL	36 	44 	73 	47 	139 	163 	102 	92 	116 	221 	287 	265 	291 	296 	324 
THS_T,GT07,ES	366 	304 	300 	332 	353 	339 	307 	468 	360 	370 	550 	720 	874 	942 	932 
THS_T,GT07,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT07,FI	1640 	1564 	1282 	1126 	1078 	1234 	1433 	1467 	1664 	1801 	1746 	1747 	2174 	2260 	2106 
THS_T,GT07,FR	5165 	5894 	4966 	5282 	6586 	6584 	6514 	7300 	6086 	6368 	4767 	5040 	5879 	6684 	6831 
THS_T,GT07,HR	1171 	1111 	1306 	1473 	1357 	1198 	907 	1273 	1329 	1311 	1302 	1285 	1597 	1530 	1658 
THS_T,GT07,HU	3588 	3298 	2617 	3035 	2803 	3369 	3969 	4145 	4431 	4245 	2252 	2386 	2898 	2610 	3312 
THS_T,GT07,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT07,IT	1668 	1672 	1507 	2023 	1962 	1721 	1821 	2153 	2176 	1939 	1968 	2016 	: c	2071 	: c
THS_T,GT07,LT	9448 	9311 	10052 	12609 	12963 	13331 	13847 	13940 	13062 	15506 	16683 	16992 	16064 	16727 	20164 
THS_T,GT07,LU	476 	518 	534 	708 	730 	768 	575 	: 	: 	0 	0 	: 	: 	: 	: 
THS_T,GT07,LV	4075 	6180 	6567 	9398 	11182 	13014 	16624 	21764 	21293 	21732 	18372 	20465 	17691 	20941 	19706 
THS_T,GT07,ME	: 	: 	0 	20 	26 	32 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT07,MK	143 	145 	187 	191 	131 	151 	137 	173 	217 	240 	278 	298 	289 	355 	: 
THS_T,GT07,NL	1066 	1010 	922 	764 	676 	713 	723 	655 	441 	660 	349 	: c	: c	291 	337 
THS_T,GT07,NO	343 	145 	244 	611 	621 	525 	526 	516 	21 	487 	682 	420 	383 	442 	444 
THS_T,GT07,PL	30077 	28481 	25336 	27419 	27750 	27391 	26165 	22138 	21656 	22647 	22183 	22783 	25096 	21487 	24841 
THS_T,GT07,PT	151 	101 	94 	770 	1439 	1851 	1642 	1680 	1275 	1345 	1824 	1244 	1010 	1506 	1941 
THS_T,GT07,RO	11588 	12806 	11435 	14824 	13456 	16051 	15718 	15155 	14568 	12822 	13529 	12428 	12470 	11953 	12456 
THS_T,GT07,SE	: c	1158 	1283 	1375 	1415 	1421 	1491 	1437 	1396 	1449 	1409 	1469 	1419 	1308 	1524 
THS_T,GT07,SI	1745 	1577 	1533 	1391 	1627 	1684 	1536 	1732 	1818 	1819 	1713 	1640 	1758 	1746 	1813 
THS_T,GT07,SK	3093 	3198 	3249 	3549 	3354 	3963 	3710 	3122 	3092 	3855 	3557 	3929 	4425 	4277 	4197 
THS_T,GT07,TR	3090 	2534 	2518 	3003 	2453 	2239 	2139 	1998 	1474 	1340 	1674 	2133 	1248 	1246 	864 
THS_T,GT07,UK	: 	: 	: 	3412 	3343 	3214 	3649 	4149 	0 	0 	6564 	5369 	5352 	5818 	6211 
THS_T,GT08,AT	4436 	4636 	4472 	4709 	4647 	4476 	4305 	4220 	4104 	3768 	3993 	3776 	3739 	3541 	: c
THS_T,GT08,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	4260 	4723 	3713 	3778 
THS_T,GT08,BG	5462 	2700 	4682 	2035 	2105 	2328 	1811 	2121 	1729 	1676 	1570 	1792 	1582 	1502 	2466 
THS_T,GT08,CH	1926 	2101 	2384 	2095 	2105 	2867 	2720 	2655 	2678 	2479 	2240 	2283 	2006 	1846 	2327 
THS_T,GT08,CZ	4392 	5134 	4674 	4540 	5315 	4829 	4459 	4096 	4060 	3858 	3605 	4115 	3859 	3465 	4030 
THS_T,GT08,DE	23589 	25505 	24824 	24319 	26445 	25480 	26314 	29638 	29649 	30514 	32041 	30603 	30119 	26329 	30077 
THS_T,GT08,DK	195 	230 	252 	268 	249 	249 	207 	243 	255 	209 	252 	273 	290 	194 	325 
THS_T,GT08,EE	2562 	12604 	7802 	7483 	6445 	5389 	5316 	4771 	4563 	4078 	4867 	3283 	2615 	1935 	1457 
THS_T,GT08,EL	1 	2 	16 	6 	11 	10 	9 	23 	18 	17 	17 	39 	46 	33 	66 
THS_T,GT08,ES	1785 	1964 	1916 	1808 	1692 	1176 	1215 	1337 	1315 	1103 	778 	963 	972 	900 	356 
THS_T,GT08,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT08,FI	5319 	6517 	7128 	6525 	6055 	5748 	4593 	4695 	6054 	6101 	6418 	5062 	4457 	3790 	5131 
THS_T,GT08,FR	5354 	5963 	6134 	5524 	5282 	8260 	7252 	7800 	6729 	6510 	5975 	6921 	7810 	7576 	9965 
THS_T,GT08,HR	419 	590 	712 	797 	883 	999 	851 	1308 	1113 	1255 	1306 	1473 	1608 	1301 	1742 
THS_T,GT08,HU	2904 	3334 	3506 	4333 	4047 	4284 	3962 	3943 	3449 	3613 	2855 	2904 	2951 	3053 	3142 
THS_T,GT08,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT08,IT	3838 	3660 	3872 	3235 	3165 	3386 	3620 	2845 	2263 	2095 	2424 	2708 	: c	1792 	: c
THS_T,GT08,LT	4223 	16896 	17180 	16368 	16289 	15490 	14110 	15110 	14779 	11242 	13319 	13996 	12149 	9487 	11401 
THS_T,GT08,LU	0 	0 	33 	42 	110 	105 	38 	: 	: 	127 	207 	: 	: 	: 	: 
THS_T,GT08,LV	2361 	3884 	3948 	4948 	5080 	4878 	5517 	5899 	6724 	4755 	10052 	8993 	2417 	6660 	3050 
THS_T,GT08,ME	: 	: 	63 	67 	60 	85 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT08,MK	107 	122 	78 	110 	114 	86 	81 	83 	89 	64 	44 	57 	79 	73 	: 
THS_T,GT08,NL	3317 	3369 	3679 	3117 	2483 	3637 	3261 	3340 	2936 	2882 	2900 	: c	: c	3173 	2952 
THS_T,GT08,NO	4 	35 	12 	14 	52 	23 	25 	24 	28 	23 	59 	56 	31 	39 	40 
THS_T,GT08,PL	9912 	10627 	10317 	9823 	9001 	8605 	7690 	7663 	8119 	8944 	8800 	9073 	8171 	6804 	8269 
THS_T,GT08,PT	218 	216 	201 	210 	200 	209 	208 	225 	162 	153 	157 	112 	106 	196 	210 
THS_T,GT08,RO	1350 	2528 	2663 	2892 	3121 	2931 	2316 	2307 	2648 	2556 	2766 	4009 	3822 	2977 	4585 
THS_T,GT08,SE	: c	1551 	1297 	1213 	1528 	1202 	1285 	1290 	1260 	1280 	1310 	1242 	863 	774 	816 
THS_T,GT08,SI	119 	145 	143 	0 	218 	275 	255 	306 	263 	263 	306 	342 	424 	351 	390 
THS_T,GT08,SK	1648 	2093 	2139 	2200 	1794 	2346 	2263 	3120 	2519 	2315 	1942 	2626 	2519 	2350 	3228 
THS_T,GT08,TR	1694 	2141 	1920 	2356 	3190 	2775 	2796 	2258 	2651 	2267 	2420 	2307 	1447 	174 	311 
THS_T,GT08,UK	: 	: 	: 	4117 	3315 	2925 	3096 	3589 	2773 	1300 	571 	881 	154 	159 	419 
THS_T,GT09,AT	1565 	1863 	1883 	1670 	1540 	1517 	1559 	1585 	1628 	1327 	926 	1086 	1333 	1486 	: c
THS_T,GT09,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	920 	1020 	802 	1277 
THS_T,GT09,BG	1049 	1490 	954 	790 	921 	780 	781 	803 	352 	356 	369 	186 	185 	303 	746 
THS_T,GT09,CH	1798 	1898 	1860 	1936 	2114 	2120 	2138 	2147 	2266 	2275 	2318 	2446 	2560 	2357 	2548 
THS_T,GT09,CZ	2487 	2243 	1996 	1793 	1742 	1663 	1455 	1522 	1332 	1228 	1277 	1595 	1641 	1736 	2276 
THS_T,GT09,DE	10895 	10365 	8885 	10495 	11057 	11511 	11406 	12793 	11627 	11264 	10768 	11370 	11204 	11684 	11021 
THS_T,GT09,DK	332 	392 	444 	346 	351 	362 	359 	209 	235 	109 	196 	204 	136 	75 	105 
THS_T,GT09,EE	38 	34 	31 	207 	1396 	990 	313 	459 	1080 	1191 	1230 	1058 	832 	825 	1331 
THS_T,GT09,EL	86 	119 	66 	61 	72 	79 	77 	103 	110 	70 	67 	236 	378 	410 	491 
THS_T,GT09,ES	934 	842 	761 	784 	796 	932 	860 	981 	1379 	1239 	1345 	1417 	1588 	1973 	213 
THS_T,GT09,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT09,FI	11 	53 	71 	57 	58 	101 	190 	99 	100 	115 	108 	108 	113 	109 	120 
THS_T,GT09,FR	9867 	9233 	6599 	10140 	7708 	7605 	6441 	6900 	6483 	7053 	9903 	9663 	12505 	7196 	7428 
THS_T,GT09,HR	363 	273 	229 	299 	330 	347 	345 	163 	286 	324 	336 	448 	408 	465 	633 
THS_T,GT09,HU	792 	1044 	1011 	861 	922 	973 	785 	893 	543 	503 	383 	397 	477 	758 	6405 
THS_T,GT09,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	33 	108 
THS_T,GT09,IT	3484 	1593 	1419 	802 	1529 	1543 	1546 	1326 	2062 	1997 	954 	717 	: c	587 	: c
THS_T,GT09,LT	1681 	2096 	1913 	2116 	2018 	1945 	1717 	1263 	1401 	1399 	1262 	1319 	1241 	909 	1805 
THS_T,GT09,LU	540 	723 	825 	868 	582 	604 	866 	: 	: 	0 	0 	: 	: 	: 	: 
THS_T,GT09,LV	236 	307 	188 	120 	166 	105 	104 	81 	118 	119 	130 	106 	5204 	184 	7005 
THS_T,GT09,ME	: 	: 	0 	10 	5 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT09,MK	3 	4 	5 	13 	20 	14 	16 	19 	29 	32 	34 	34 	38 	45 	: 
THS_T,GT09,NL	393 	531 	397 	711 	969 	888 	436 	526 	420 	459 	538 	: c	: c	349 	382 
THS_T,GT09,NO	164 	210 	721 	641 	548 	73 	71 	5 	85 	92 	59 	22 	0 	0 	0 
THS_T,GT09,PL	2947 	3387 	3170 	2718 	3190 	3119 	2376 	2476 	2904 	2749 	3069 	3882 	3779 	4074 	4893 
THS_T,GT09,PT	782 	741 	689 	610 	579 	637 	1072 	1891 	1943 	1678 	1666 	1793 	2145 	1820 	2050 
THS_T,GT09,RO	2675 	3017 	2770 	2848 	1899 	1094 	1647 	1693 	1360 	1196 	1070 	1449 	457 	497 	1440 
THS_T,GT09,SE	: c	399 	383 	212 	330 	341 	377 	339 	361 	479 	486 	499 	552 	592 	568 
THS_T,GT09,SI	170 	188 	168 	202 	222 	165 	187 	203 	168 	143 	186 	197 	271 	336 	492 
THS_T,GT09,SK	969 	606 	492 	454 	803 	649 	611 	618 	470 	465 	286 	359 	430 	549 	1172 
THS_T,GT09,TR	5475 	5117 	4071 	3347 	3331 	2739 	2381 	2267 	2378 	2115 	2425 	2784 	1224 	1014 	1488 
THS_T,GT09,UK	: 	: 	: 	13380 	16048 	19218 	19555 	20560 	17852 	15231 	22523 	15342 	12988 	12914 	22031 
THS_T,GT10,AT	7775 	7877 	6489 	7364 	8889 	8801 	7988 	7775 	7652 	7258 	6631 	7080 	6434 	5309 	: c
THS_T,GT10,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	11490 	12738 	10014 	20551 
THS_T,GT10,BG	1170 	1278 	1288 	951 	940 	870 	764 	819 	784 	763 	1785 	2518 	2056 	1839 	3315 
THS_T,GT10,CH	4037 	4258 	3423 	3707 	4071 	3808 	3824 	3881 	3846 	2564 	2686 	2847 	3037 	2231 	3845 
THS_T,GT10,CZ	5499 	6314 	5692 	6039 	7271 	6705 	6531 	5900 	6260 	6259 	6426 	6672 	6660 	5015 	6821 
THS_T,GT10,DE	52392 	57225 	47302 	51588 	57116 	58764 	57514 	59098 	59906 	61023 	64238 	67693 	62319 	45194 	66963 
THS_T,GT10,DK	1275 	1376 	1286 	1317 	1411 	1503 	1344 	1272 	1054 	959 	1116 	1179 	982 	398 	1225 
THS_T,GT10,EE	472 	181 	128 	156 	197 	231 	189 	138 	202 	221 	338 	388 	404 	424 	832 
THS_T,GT10,EL	218 	296 	254 	331 	267 	239 	242 	261 	820 	709 	768 	985 	1075 	829 	1095 
THS_T,GT10,ES	3852 	4029 	3238 	4212 	4635 	3318 	3147 	3330 	3096 	3046 	2313 	2744 	2733 	2233 	4 
THS_T,GT10,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT10,FI	1810 	2282 	2164 	1937 	2524 	2797 	2325 	1972 	1841 	1994 	2137 	2298 	2393 	1943 	2769 
THS_T,GT10,FR	12467 	13810 	11943 	12825 	13893 	15169 	15106 	16200 	15359 	14574 	13670 	14865 	14497 	12489 	18257 
THS_T,GT10,HR	755 	810 	510 	705 	830 	560 	724 	848 	1045 	1158 	1147 	1126 	1157 	1227 	1585 
THS_T,GT10,HU	1819 	2059 	2093 	2563 	3965 	4056 	4066 	3716 	4550 	5397 	4645 	4124 	2677 	2916 	4376 
THS_T,GT10,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT10,IT	9203 	11394 	9857 	11051 	11418 	13363 	13663 	11473 	11749 	12195 	10383 	11805 	9756 	8185 	: c
THS_T,GT10,LT	1120 	2028 	1938 	2368 	3205 	2847 	2832 	3303 	2543 	2511 	2800 	2990 	2034 	1227 	3198 
THS_T,GT10,LU	1926 	2105 	2082 	2707 	3063 	2903 	2986 	: 	: 	583 	573 	: 	: 	: 	: 
THS_T,GT10,LV	884 	791 	671 	1188 	1521 	1839 	1799 	1257 	1652 	1885 	1763 	2078 	2647 	1790 	2734 
THS_T,GT10,ME	: 	: 	6 	100 	60 	200 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT10,MK	402 	579 	486 	605 	552 	597 	584 	485 	510 	385 	533 	803 	859 	5 	: 
THS_T,GT10,NL	2332 	2781 	2384 	2733 	3199 	3316 	3242 	2884 	2532 	2361 	2046 	: c	: c	1735 	2197 
THS_T,GT10,NO	19 	16 	20 	13 	14 	26 	38 	131 	64 	983 	114 	113 	0 	0 	0 
THS_T,GT10,PL	10686 	9995 	8892 	9042 	10108 	9415 	8502 	6748 	6768 	6228 	7281 	7409 	7121 	6507 	11072 
THS_T,GT10,PT	1179 	1019 	948 	1214 	1156 	1229 	1086 	1211 	1033 	844 	642 	802 	746 	389 	315 
THS_T,GT10,RO	2741 	2762 	2159 	2654 	3157 	2491 	2103 	2064 	2377 	2097 	1704 	2912 	2672 	2082 	4573 
THS_T,GT10,SE	: c	5770 	5012 	4228 	5096 	4990 	4930 	4768 	4166 	5124 	4031 	5270 	5783 	3833 	5944 
THS_T,GT10,SI	946 	890 	899 	1320 	1580 	1413 	1303 	1222 	1273 	1245 	1074 	1332 	1194 	1069 	1624 
THS_T,GT10,SK	3213 	3629 	2819 	3409 	3827 	4678 	4694 	4173 	4533 	4821 	4591 	4490 	4823 	3812 	6410 
THS_T,GT10,TR	2041 	2163 	1737 	1496 	1235 	1250 	1420 	1382 	1200 	1342 	1589 	1491 	832 	884 	564 
THS_T,GT10,UK	: 	: 	: 	7290 	7187 	7407 	6764 	8365 	8698 	7419 	8673 	12731 	8225 	6654 	8950 
THS_T,GT11,AT	355 	414 	427 	366 	482 	528 	394 	194 	197 	221 	208 	227 	229 	275 	: c
THS_T,GT11,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	23 	26 	20 	75 
THS_T,GT11,BG	29 	211 	243 	36 	41 	40 	87 	63 	36 	48 	61 	86 	59 	44 	80 
THS_T,GT11,CH	39 	35 	31 	29 	29 	32 	38 	52 	55 	82 	45 	44 	56 	85 	133 
THS_T,GT11,CZ	104 	141 	117 	89 	24 	24 	30 	30 	31 	42 	50 	61 	53 	73 	83 
THS_T,GT11,DE	605 	588 	471 	682 	793 	1011 	879 	1124 	1109 	959 	938 	873 	849 	782 	1303 
THS_T,GT11,DK	71 	53 	49 	51 	59 	65 	54 	56 	54 	35 	30 	32 	33 	15 	29 
THS_T,GT11,EE	40 	47 	56 	54 	60 	56 	59 	54 	73 	107 	57 	46 	29 	34 	40 
THS_T,GT11,EL	1 	2 	2 	5 	9 	10 	12 	15 	21 	20 	18 	58 	66 	56 	92 
THS_T,GT11,ES	6 	5 	2 	2 	5 	3 	4 	4 	6 	7 	3 	4 	3 	2 	15 
THS_T,GT11,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT11,FI	57 	122 	67 	45 	48 	38 	42 	40 	34 	41 	52 	63 	56 	76 	132 
THS_T,GT11,FR	56 	57 	52 	45 	67 	85 	87 	100 	127 	99 	124 	135 	122 	110 	219 
THS_T,GT11,HR	27 	29 	73 	37 	19 	17 	27 	22 	22 	28 	25 	29 	31 	35 	47 
THS_T,GT11,HU	312 	670 	401 	554 	688 	639 	579 	569 	640 	734 	508 	593 	352 	342 	185 
THS_T,GT11,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT11,IT	220 	197 	216 	182 	145 	162 	138 	117 	98 	328 	363 	402 	: c	220 	: c
THS_T,GT11,LT	120 	432 	195 	107 	106 	89 	69 	65 	79 	84 	88 	118 	108 	82 	171 
THS_T,GT11,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	652 	752 	: 	: 	: 	: 
THS_T,GT11,LV	71 	73 	116 	88 	118 	96 	100 	90 	108 	109 	108 	92 	74 	70 	87 
THS_T,GT11,ME	: 	: 	78 	126 	192 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT11,MK	2 	2 	2 	4 	8 	8 	8 	9 	12 	14 	12 	18 	19 	28 	: 
THS_T,GT11,NL	13 	13 	15 	20 	16 	17 	15 	14 	11 	14 	19 	: c	: c	29 	44 
THS_T,GT11,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 
THS_T,GT11,PL	286 	517 	327 	247 	206 	239 	95 	125 	158 	355 	203 	112 	80 	162 	240 
THS_T,GT11,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 
THS_T,GT11,RO	31 	30 	29 	56 	25 	158 	129 	63 	57 	14 	4 	8 	5 	10 	34 
THS_T,GT11,SE	: c	111 	67 	31 	56 	60 	62 	76 	78 	69 	95 	95 	88 	96 	90 
THS_T,GT11,SI	16 	25 	23 	30 	31 	34 	43 	49 	44 	42 	39 	44 	43 	50 	87 
THS_T,GT11,SK	2 	4 	5 	4 	9 	10 	13 	13 	16 	25 	40 	47 	42 	53 	105 
THS_T,GT11,TR	772 	700 	586 	471 	443 	389 	369 	286 	336 	324 	221 	145 	17 	17 	15 
THS_T,GT11,UK	: 	: 	: 	0 	0 	423 	424 	0 	0 	0 	0 	0 	0 	3 	0 
THS_T,GT12,AT	4199 	4109 	4627 	4927 	4439 	4748 	5748 	5564 	4876 	4136 	4078 	4440 	4246 	3925 	: c
THS_T,GT12,BE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	1034 	1146 	901 	1266 
THS_T,GT12,BG	92 	233 	200 	112 	102 	140 	143 	183 	184 	176 	188 	277 	268 	93 	187 
THS_T,GT12,CH	962 	1018 	1022 	1335 	1338 	1395 	1467 	1464 	3032 	1403 	1396 	1475 	1497 	1322 	1568 
THS_T,GT12,CZ	1846 	2085 	2187 	2583 	3245 	2333 	2520 	2801 	2327 	1741 	1521 	1416 	1466 	1556 	1230 
THS_T,GT12,DE	9978 	10713 	9315 	14098 	12652 	9779 	10198 	14125 	12830 	12866 	12687 	10102 	9621 	7842 	9755 
THS_T,GT12,DK	274 	286 	272 	270 	201 	158 	130 	102 	98 	89 	79 	84 	85 	34 	135 
THS_T,GT12,EE	5 	0 	0 	0 	2 	2 	1 	3 	4 	16 	22 	13 	18 	8 	25 
THS_T,GT12,EL	0 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT12,ES	1127 	949 	981 	1409 	1516 	1796 	1874 	1935 	1761 	1719 	1625 	1785 	1291 	1306 	8803 
THS_T,GT12,EU27_2020	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT12,FI	41 	58 	45 	43 	56 	45 	36 	60 	122 	249 	228 	331 	557 	671 	802 
THS_T,GT12,FR	1241 	1478 	2414 	5154 	6056 	3746 	6805 	6500 	5358 	5932 	2371 	1771 	1797 	2165 	2897 
THS_T,GT12,HR	13 	15 	23 	32 	30 	37 	47 	50 	75 	115 	43 	87 	85 	97 	135 
THS_T,GT12,HU	2217 	2705 	2203 	1864 	1878 	1318 	1022 	866 	734 	818 	678 	772 	860 	844 	1826 
THS_T,GT12,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
THS_T,GT12,IT	3335 	2774 	2220 	2326 	3008 	1669 	1504 	1289 	1160 	1172 	1360 	1375 	1483 	1740 	: c
THS_T,GT12,LT	181 	419 	386 	465 	445 	359 	234 	219 	413 	525 	538 	478 	419 	320 	520 
THS_T,GT12,LU	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
THS_T,GT12,LV	98 	138 	240 	190 	118 	97 	86 	105 	178 	185 	163 	183 	147 	157 	204 
THS_T,GT12,ME	: 	: 	41 	3 	28 	265 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,GT12,MK	5 	6 	1 	4 	5 	6 	4 	6 	3 	3 	6 	9 	8 	16 	: 
THS_T,GT12,NL	706 	700 	899 	1006 	868 	1116 	513 	1023 	500 	677 	628 	: c	: c	559 	646 
THS_T,GT12,NO	62 	63 	62 	57 	67 	57 	53 	8 	79 	85 	182 	46 	0 	0 	0 
THS_T,GT12,PL	1238 	1394 	1384 	1431 	1226 	903 	682 	722 	889 	1000 	978 	995 	790 	821 	1303 
THS_T,GT12,PT	155 	50 	47 	25 	18 	18 	1 	2 	4 	23 	70 	135 	125 	94 	124 
THS_T,GT12,RO	301 	261 	278 	422 	576 	536 	358 	127 	288 	347 	232 	225 	175 	206 	314 
THS_T,GT12,SE	: c	1126 	1200 	1197 	1157 	1218 	1029 	927 	781 	818 	931 	794 	691 	589 	771 
THS_T,GT12,SI	400 	367 	327 	292 	290 	325 	372 	305 	244 	170 	136 	144 	262 	330 	439 
THS_T,GT12,SK	837 	888 	905 	911 	687 	799 	852 	892 	812 	944 	888 	668 	493 	432 	682 
THS_T,GT12,TR	395 	410 	346 	710 	971 	955 	293 	283 	380 	486 	415 	726 	18 	0 	0 
THS_T,GT12,UK	: 	: 	: 	386 	440 	361 	363 	585 	282 	426 	494 	386 	0 	0 	0 
THS_T,GT13,AT	10 	9 	8 	11 	26 	29 	17 	18 	17 	20 	15 	19 	21 	17 	: c
